Original Value,Encoded Value
014XX E 87TH ST,5699
014XX E 88TH ST,5700
014XX E 90TH ST,5701
014XX E 91ST ST,5702
014XX E 95TH ST,5703
014XX E 98TH ST,5704
014XX E HYDE PARK BLVD,5705
014XX E MARQUETTE RD,5706
014XX E ROCHDALE PL,5707
014XX N ARTESIAN AVE,5708
014XX N ASHLAND AVE,5709
014XX N ASTOR ST,5710
014XX N AUSTIN BLVD,5711
014XX N AVERS AVE,5712
014XX N BELL AVE,5713
014XX N BOSWORTH AVE,5714
014XX N BURLING ST,5715
014XX N CALIFORNIA AVE,5716
014XX N CAMPBELL AVE,5717
014XX N CENTRAL AVE,5718
014XX N CENTRAL PARK AVE,5719
014XX N CICERO AVE,5720
014XX N CLAREMONT AVE,5721
014XX N CLARK ST,5722
014XX N CLEAVER ST,5723
014XX N CLEVELAND AVE,5724
014XX N CLYBOURN AVE,5725
014XX N DAMEN AVE,5726
014XX N DAYTON ST,5727
014XX N DEARBORN ST,5728
014XX N ELK GROVE AVE,5729
014XX N ELSTON AVE,5730
014XX N FAIRFIELD AVE,5731
014XX N GREENVIEW AVE,5732
014XX N HALSTED ST,5733
014XX N HAMLIN AVE,5734
014XX N HARDING AVE,5735
014XX N HOMAN AVE,5736
014XX N HONORE ST,5737
014XX N HOYNE AVE,5738
014XX N HUDSON AVE,5739
014XX N HUMBOLDT DR,5740
014XX N KARLOV AVE,5741
014XX N KEATING AVE,5742
014XX N KEDVALE AVE,5743
014XX N KEDZIE AVE,5744
014XX N KEELER AVE,5745
014XX N KEYSTONE AVE,5746
014XX N KILDARE AVE,5747
014XX N KILPATRICK AVE,5748
014XX N KINGSBURY ST,5749
014XX N KOLIN AVE,5750
014XX N KOSTNER AVE,5751
014XX N LA SALLE DR,5752
014XX N LAKE SHORE DR,5753
014XX N LAMON AVE,5754
014XX N LARAMIE AVE,5755
014XX N LARRABEE ST,5756
014XX N LATROBE AVE,5757
014XX N LAVERGNE AVE,5758
014XX N LAWLER AVE,5759
014XX N LAWNDALE AVE,5760
014XX N LEAMINGTON AVE,5761
014XX N LEAVITT ST,5762
014XX N LECLAIRE AVE,5763
014XX N LINDER AVE,5764
014XX N LOCKWOOD AVE,5765
014XX N LONG AVE,5766
014XX N LOREL AVE,5767
014XX N LOTUS AVE,5768
014XX N LUIS MUNOZ MARIN DR E,5769
014XX N LUNA AVE,5770
014XX N MAGNOLIA AVE,5771
014XX N MAPLEWOOD AVE,5772
014XX N MASON AVE,5773
014XX N MASSASOIT AVE,5774
014XX N MAYFIELD AVE,5775
014XX N MENARD AVE,5776
014XX N MILWAUKEE AVE,5777
014XX N MOHAWK ST,5778
014XX N MONITOR AVE,5779
014XX N MONTICELLO AVE,5780
014XX N NOBLE ST,5781
014XX N NORTH PARK AVE,5782
014XX N North Park Ave,5783
014XX N OAKLEY BLVD,5784
014XX N OGDEN AVE,5785
014XX N ORLEANS ST,5786
014XX N PARKSIDE AVE,5787
014XX N PAULINA ST,5788
014XX N PULASKI RD,5789
014XX N RIDGEWAY AVE,5790
014XX N ROCKWELL ST,5791
014XX N SANDBURG TER,5792
014XX N SEDGWICK ST,5793
014XX N SPAULDING AVE,5794
014XX N SPRINGFIELD AVE,5795
014XX N STATE PKWY,5796
014XX N State Pkwy,5797
014XX N TALMAN AVE,5798
014XX N TRIPP AVE,5799
014XX N WALLER AVE,5800
014XX N WASHTENAW AVE,5801
014XX N WELLS ST,5802
014XX N WESTERN AVE,5803
014XX N WICKER PARK AVE,5804
014XX N WIELAND ST,5805
014XX N WOOD ST,5806
014XX S ALBANY AVE,5807
014XX S ASHLAND AVE,5808
014XX S AVERS AVE,5809
014XX S BLUE ISLAND AVE,5810
014XX S CALIFORNIA BLVD,5811
014XX S CAMPUS PKWY,5812
014XX S CANAL ST,5813
014XX S CENTRAL PARK AVE,5814
014XX S CHRISTIANA AVE,5815
014XX S DAMEN AVE,5816
014XX S DRAKE AVE,5817
014XX S EMERALD AVE,5818
014XX S FAIRFIELD AVE,5819
014XX S HALSTED ST,5820
014XX S HAMLIN AVE,5821
014XX S HARDING AVE,5822
014XX S HOMAN AVE,5823
014XX S INDEPENDENCE BLVD,5824
014XX S INDIANA AVE,5825
014XX S JEFFERSON ST,5826
014XX S KARLOV AVE,5827
014XX S KEDVALE AVE,5828
014XX S KEDZIE AVE,5829
014XX S KEELER AVE,5830
014XX S KENNETH AVE,5831
014XX S KILBOURN AVE,5832
014XX S KOLIN AVE,5833
014XX S KOMENSKY AVE,5834
014XX S KOSTNER AVE,5835
014XX S LAFLIN ST,5836
014XX S LAKE SHORE DR E,5837
014XX S LAKE SHORE DR W,5838
014XX S LAWNDALE AVE,5839
014XX S LOOMIS ST,5840
014XX S LYNN WHITE DR,5841
014XX S MCCORMICK PL BUSWAY,5842
014XX S MICHIGAN AVE,5843
014XX S MILLARD AVE,5844
014XX S MORGAN ST,5845
014XX S MUSEUM CAMPUS DR,5846
014XX S PEORIA ST,5847
014XX S PLYMOUTH CT,5848
014XX S PRAIRIE AVE,5849
014XX S PULASKI RD,5850
014XX S RACINE AVE,5851
014XX S RIDGEWAY AVE,5852
014XX S SACRAMENTO DR,5853
014XX S SANGAMON ST,5854
014XX S SAWYER AVE,5855
014XX S SPAULDING AVE,5856
014XX S SPRINGFIELD AVE,5857
014XX S ST LOUIS AVE,5858
014XX S STATE ST,5859
014XX S Sacramento Dr,5860
014XX S State St,5861
014XX S THROOP ST,5862
014XX S TRIPP AVE,5863
014XX S TRUMBULL AVE,5864
014XX S UNION AVE,5865
014XX S WABASH AVE,5866
014XX S WASHTENAW AVE,5867
014XX S WESTERN AVE,5868
014XX S sacramento dr,5869
014XX W 103RD ST,5870
014XX W 105TH ST,5871
014XX W 107TH ST,5872
014XX W 108TH ST,5873
014XX W 109TH PL,5874
014XX W 109TH ST,5875
014XX W 110TH PL,5876
014XX W 110TH ST,5877
014XX W 111TH ST,5878
014XX W 112TH PL,5879
014XX W 112TH ST,5880
014XX W 113TH PL,5881
014XX W 114TH PL,5882
014XX W 115TH ST,5883
014XX W 119TH ST,5884
014XX W 120TH ST,5885
014XX W 121ST ST,5886
014XX W 122ND ST,5887
014XX W 123RD ST,5888
014XX W 14TH PL,5889
014XX W 14TH ST,5890
014XX W 15TH ST,5891
014XX W 16TH ST,5892
014XX W 17TH ST,5893
014XX W 18TH ST,5894
014XX W 19TH ST,5895
014XX W 21ST ST,5896
014XX W 21st st,5897
014XX W 31ST ST,5898
014XX W 34TH ST,5899
014XX W 35TH ST,5900
014XX W 37TH ST,5901
014XX W 41ST ST,5902
014XX W 42ND ST,5903
014XX W 43RD ST,5904
014XX W 44TH ST,5905
014XX W 47TH ST,5906
014XX W 48TH ST,5907
014XX W 49TH PL,5908
014XX W 49TH ST,5909
014XX W 50TH ST,5910
014XX W 51ST ST,5911
014XX W 52ND ST,5912
014XX W 53RD ST,5913
014XX W 56TH ST,5914
014XX W 59TH ST,5915
014XX W 60TH ST,5916
014XX W 61ST ST,5917
014XX W 62ND ST,5918
014XX W 63RD ST,5919
014XX W 64TH ST,5920
014XX W 66TH ST,5921
014XX W 68TH ST,5922
014XX W 69TH ST,5923
014XX W 70TH ST,5924
014XX W 71ST PL,5925
014XX W 71ST ST,5926
014XX W 72ND PL,5927
014XX W 72ND ST,5928
014XX W 73RD PL,5929
014XX W 73RD ST,5930
014XX W 74TH ST,5931
014XX W 76TH ST,5932
014XX W 77TH ST,5933
014XX W 78TH ST,5934
014XX W 79TH ST,5935
014XX W 80TH ST,5936
014XX W 81ST ST,5937
014XX W 82ND ST,5938
014XX W 83RD ST,5939
014XX W 84TH ST,5940
014XX W 87TH ST,5941
014XX W 88TH ST,5942
014XX W 90TH ST,5943
014XX W 91ST ST,5944
014XX W 92ND ST,5945
014XX W 93RD ST,5946
014XX W 94TH ST,5947
014XX W 95TH ST,5948
014XX W 99TH ST,5949
014XX W ADAMS ST,5950
014XX W ADDISON ST,5951
014XX W ALBION AVE,5952
014XX W ALTGELD ST,5953
014XX W ARDMORE AVE,5954
014XX W ARGYLE ST,5955
014XX W ARMITAGE AVE,5956
014XX W ARTHUR AVE,5957
014XX W AUGUSTA BLVD,5958
014XX W Arthur Ave,5959
014XX W BALMORAL AVE,5960
014XX W BARRY AVE,5961
014XX W BELDEN AVE,5962
014XX W BELLE PLAINE AVE,5963
014XX W BELMONT AVE,5964
014XX W BERWYN AVE,5965
014XX W BIRCHWOOD AVE,5966
014XX W BLACKHAWK ST,5967
014XX W BRYN MAWR AVE,5968
014XX W BYRON ST,5969
014XX W CARMEN AVE,5970
014XX W CARROLL AVE,5971
014XX W CATALPA AVE,5972
014XX W CERMAK RD,5973
014XX W CHASE AVE,5974
014XX W CHESTNUT ST,5975
014XX W CHICAGO AVE,5976
014XX W CORNELIA AVE,5977
014XX W CORTEZ ST,5978
014XX W CORTLAND ST,5979
014XX W CULLERTON ST,5980
014XX W CULLOM AVE,5981
014XX W CUYLER AVE,5982
014XX W Cortez st,5983
014XX W DEVON AVE,5984
014XX W DICKENS AVE,5985
014XX W DIVERSEY PKWY,5986
014XX W DIVISION ST,5987
014XX W EDGEWATER AVE,5988
014XX W ELMDALE AVE,5989
014XX W ERIE ST,5990
014XX W ESTES AVE,5991
014XX W FARGO AVE,5992
014XX W FARWELL AVE,5993
014XX W FILLMORE ST,5994
014XX W FLETCHER ST,5995
014XX W FLOURNOY ST,5996
014XX W FOSTER AVE,5997
014XX W FRY ST,5998
014XX W FULLER ST,5999
014XX W FULLERTON AVE,6000
014XX W FULTON ST,6001
014XX W FULTON st,6002
014XX W GARFIELD BLVD,6003
014XX W GEORGE ST,6004
014XX W GLENLAKE AVE,6005
014XX W GRACE ST,6006
014XX W GRAND AVE,6007
014XX W GRANVILLE AVE,6008
014XX W GREENLEAF AVE,6009
014XX W GREGORY ST,6010
014XX W HENDERSON ST,6011
014XX W HIGHLAND AVE,6012
014XX W HOLLYWOOD AVE,6013
014XX W HOOD AVE,6014
014XX W HOWARD ST,6015
014XX W HUBBARD ST,6016
014XX W HURON ST,6017
014XX W HUTCHINSON ST,6018
014XX W Henderson St,6019
014XX W Huron St,6020
014XX W IRVING PARK RD,6021
014XX W JARVIS AVE,6022
014XX W JONQUIL TER,6023
014XX W JUNEWAY TER,6024
014XX W KINZIE ST,6025
014XX W LAKE ST,6026
014XX W LAWRENCE AVE,6027
014XX W LE MOYNE ST,6028
014XX W LELAND AVE,6029
014XX W LEXINGTON ST,6030
014XX W LILL AVE,6031
014XX W LUNT AVE,6032
014XX W Leland Ave,6033
014XX W Lexington st,6034
014XX W Lunt Ave,6035
014XX W MADISON ST,6036
014XX W MARQUETTE RD,6037
014XX W MELROSE ST,6038
014XX W MONROE ST,6039
014XX W MONTROSE AVE,6040
014XX W MORSE AVE,6041
014XX W NORTH AVE,6042
014XX W NORTH SHORE AVE,6043
014XX W NORWOOD ST,6044
014XX W OAKDALE AVE,6045
014XX W OHIO ST,6046
014XX W OLIVE AVE,6047
014XX W Oakdale Ave,6048
014XX W PENSACOLA AVE,6049
014XX W PERSHING RD,6050
014XX W POLK ST,6051
014XX W POTOMAC AVE,6052
014XX W PRATT BLVD,6053
014XX W RANDOLPH ST,6054
014XX W RASCHER AVE,6055
014XX W ROOSEVELT RD,6056
014XX W ROSCOE ST,6057
014XX W ROSEMONT AVE,6058
014XX W SCHOOL ST,6059
014XX W SHAKESPEARE AVE,6060
014XX W SHERWIN AVE,6061
014XX W SUMMERDALE AVE,6062
014XX W SUNNYSIDE AVE,6063
014XX W SUPERIOR ST,6064
014XX W TAYLOR ST,6065
014XX W THOME AVE,6066
014XX W THORNDALE AVE,6067
014XX W TOUHY AVE,6068
014XX W VAN BUREN ST,6069
014XX W VICTORIA ST,6070
014XX W WALTON ST,6071
014XX W WARNER AVE,6072
014XX W WASHINGTON BLVD,6073
014XX W WAVELAND AVE,6074
014XX W WEBSTER AVE,6075
014XX W WELLINGTON AVE,6076
014XX W WILSON AVE,6077
014XX W WINNEMAC AVE,6078
014XX W WINONA ST,6079
014XX W WOLFRAM ST,6080
014XX W WRIGHTWOOD AVE,6081
014XX W Walton St,6082
015XX E 103RD ST,6083
015XX E 52ND PL,6084
015XX E 52ND ST,6085
015XX E 53RD ST,6086
015XX E 54TH ST,6087
015XX E 55TH ST,6088
015XX E 56TH ST,6089
015XX E 57TH ST,6090
015XX E 57th St,6091
015XX E 59TH ST,6092
015XX E 61ST ST,6093
015XX E 62ND ST,6094
015XX E 63RD ST,6095
015XX E 64TH ST,6096
015XX E 65TH PL,6097
015XX E 65TH ST,6098
015XX E 66TH PL,6099
015XX E 67TH PL,6100
015XX E 67TH ST,6101
015XX E 68TH ST,6102
015XX E 69TH PL,6103
015XX E 69TH ST,6104
015XX E 70TH ST,6105
015XX E 71ST PL,6106
015XX E 71ST ST,6107
015XX E 72ND ST,6108
015XX E 73RD PL,6109
015XX E 73RD ST,6110
015XX E 74TH PL,6111
015XX E 74TH ST,6112
015XX E 75TH ST,6113
015XX E 76TH PL,6114
015XX E 76TH ST,6115
015XX E 77TH ST,6116
015XX E 79TH ST,6117
015XX E 80TH ST,6118
015XX E 82ND ST,6119
015XX E 83RD PL,6120
015XX E 83RD ST,6121
015XX E 84TH PL,6122
015XX E 84TH ST,6123
015XX E 85TH PL,6124
015XX E 85TH ST,6125
015XX E 86TH PL,6126
015XX E 86TH ST,6127
015XX E 87TH ST,6128
015XX E 88TH ST,6129
015XX E 90TH ST,6130
015XX E 93RD ST,6131
015XX E 95TH ST,6132
015XX E HARPER CT,6133
015XX E HYDE PARK BLVD,6134
015XX E MARQUETTE RD,6135
015XX N ARTESIAN AVE,6136
015XX N ASHLAND AVE,6137
015XX N ASTOR ST,6138
015XX N AUSTIN BLVD,6139
015XX N AVERS AVE,6140
015XX N BELL AVE,6141
015XX N BOSWORTH AVE,6142
015XX N CALIFORNIA AVE,6143
015XX N CAMPBELL AVE,6144
015XX N CENTRAL AVE,6145
015XX N CENTRAL PARK AVE,6146
015XX N CICERO AVE,6147
015XX N CLAREMONT AVE,6148
015XX N CLARK ST,6149
015XX N CLEVELAND AVE,6150
015XX N CLYBOURN AVE,6151
015XX N Claremont Ave,6152
015XX N Clybourn Ave,6153
015XX N Clybourn ave,6154
015XX N DAMEN AVE,6155
015XX N DAYTON ST,6156
015XX N DEARBORN PKWY,6157
015XX N ELK GROVE AVE,6158
015XX N ELSTON AVE,6159
015XX N FAIRFIELD AVE,6160
015XX N FREMONT ST,6161
015XX N GREENVIEW AVE,6162
015XX N HALSTED ST,6163
015XX N HAMLIN AVE,6164
015XX N HARDING AVE,6165
015XX N HOMAN AVE,6166
015XX N HONORE ST,6167
015XX N HOYNE AVE,6168
015XX N HUDSON AVE,6169
015XX N HUMBOLDT DR,6170
015XX N KARLOV AVE,6171
015XX N KEATING AVE,6172
015XX N KEDVALE AVE,6173
015XX N KEDZIE AVE,6174
015XX N KEELER AVE,6175
015XX N KEYSTONE AVE,6176
015XX N KILDARE AVE,6177
015XX N KILPATRICK AVE,6178
015XX N KINGSBURY ST,6179
015XX N KOLIN AVE,6180
015XX N KOSTNER AVE,6181
015XX N Kingsbury St,6182
015XX N LA SALLE DR,6183
015XX N LAKE SHORE DR,6184
015XX N LAKE SHORE DR NB,6185
015XX N LARAMIE AVE,6186
015XX N LARRABEE ST,6187
015XX N LATROBE AVE,6188
015XX N LAVERGNE AVE,6189
015XX N LAWLER AVE,6190
015XX N LAWNDALE AVE,6191
015XX N LEAMINGTON AVE,6192
015XX N LEAVITT ST,6193
015XX N LECLAIRE AVE,6194
015XX N LINDER AVE,6195
015XX N LOCKWOOD AVE,6196
015XX N LONG AVE,6197
015XX N LOREL AVE,6198
015XX N LOTUS AVE,6199
015XX N LUNA AVE,6200
015XX N Luna ave,6201
015XX N MAPLEWOOD AVE,6202
015XX N MASON AVE,6203
015XX N MASSASOIT AVE,6204
015XX N MAYFIELD AVE,6205
015XX N MENARD AVE,6206
015XX N MILWAUKEE AVE,6207
015XX N MOHAWK ST,6208
015XX N MONITOR AVE,6209
015XX N MONTICELLO AVE,6210
015XX N Milwaukee Ave,6211
015XX N NOBLE ST,6212
015XX N NORTH PARK AVE,6213
015XX N North Park Ave,6214
015XX N OAKLEY BLVD,6215
015XX N ORLEANS ST,6216
015XX N PARKSIDE AVE,6217
015XX N PAULINA ST,6218
015XX N PULASKI RD,6219
015XX N RIDGEWAY AVE,6220
015XX N ROCKWELL ST,6221
015XX N SANDBURG TER,6222
015XX N SEDGWICK ST,6223
015XX N SHEFFIELD AVE,6224
015XX N SPAULDING AVE,6225
015XX N SPRINGFIELD AVE,6226
015XX N ST LOUIS AVE,6227
015XX N STATE PKWY,6228
015XX N Sheffield Ave,6229
015XX N TALMAN AVE,6230
015XX N THROOP ST,6231
015XX N TRIPP AVE,6232
015XX N WALLER AVE,6233
015XX N WASHTENAW AVE,6234
015XX N WELLS ST,6235
015XX N WESTERN AVE,6236
015XX N WICKER PARK AVE,6237
015XX N WIELAND ST,6238
015XX N WOOD ST,6239
015XX N Wells St,6240
015XX N Wicker Park Ave,6241
015XX N central ave,6242
015XX N milwaukee ave,6243
015XX N wells st,6244
015XX S ALBANY AVE,6245
015XX S ASHLAND AVE,6246
015XX S AVERS AVE,6247
015XX S Albany Ave,6248
015XX S BLUE ISLAND AVE,6249
015XX S CALIFORNIA BLVD,6250
015XX S CANAL ST,6251
015XX S CENTRAL PARK AVE,6252
015XX S CHRISTIANA AVE,6253
015XX S CLARK ST,6254
015XX S DRAKE AVE,6255
015XX S FAIRFIELD AVE,6256
015XX S HALSTED ST,6257
015XX S HAMLIN AVE,6258
015XX S HARDING AVE,6259
015XX S HOMAN AVE,6260
015XX S INDIANA AVE,6261
015XX S JEFFERSON ST,6262
015XX S KARLOV AVE,6263
015XX S KEDVALE AVE,6264
015XX S KEDZIE AVE,6265
015XX S KEELER AVE,6266
015XX S KENNETH AVE,6267
015XX S KILBOURN AVE,6268
015XX S KILDARE AVE,6269
015XX S KOLIN AVE,6270
015XX S KOLMAR AVE,6271
015XX S KOMENSKY AVE,6272
015XX S KOSTNER AVE,6273
015XX S LAFLIN ST,6274
015XX S LAKE SHORE DR E,6275
015XX S LAWNDALE AVE,6276
015XX S LOOMIS ST,6277
015XX S LYNN WHITE DR,6278
015XX S MICHIGAN AVE,6279
015XX S MILLARD AVE,6280
015XX S MORGAN ST,6281
015XX S PEORIA ST,6282
015XX S PRAIRIE AVE,6283
015XX S PULASKI RD,6284
015XX S RIDGEWAY AVE,6285
015XX S ROCKWELL ST,6286
015XX S SANGAMON ST,6287
015XX S SAWYER AVE,6288
015XX S SPAULDING AVE,6289
015XX S SPRINGFIELD AVE,6290
015XX S ST LOUIS AVE,6291
015XX S STATE ST,6292
015XX S THROOP ST,6293
015XX S TRIPP AVE,6294
015XX S TRUMBULL AVE,6295
015XX S WABASH AVE,6296
015XX S WASHTENAW AVE,6297
015XX S WESTERN AVE,6298
015XX S WOOD ST,6299
015XX W 100TH PL,6300
015XX W 102ND PL,6301
015XX W 103RD ST,6302
015XX W 104TH ST,6303
015XX W 105TH ST,6304
015XX W 107TH ST,6305
015XX W 108TH PL,6306
015XX W 109TH PL,6307
015XX W 109TH ST,6308
015XX W 110TH ST,6309
015XX W 111TH ST,6310
015XX W 112TH PL,6311
015XX W 113TH PL,6312
015XX W 114TH PL,6313
015XX W 115TH ST,6314
015XX W 116TH ST,6315
015XX W 119TH ST,6316
015XX W 122ND ST,6317
015XX W 123RD ST,6318
015XX W 14TH PL,6319
015XX W 16TH ST,6320
015XX W 17TH ST,6321
015XX W 18TH PL,6322
015XX W 18TH ST,6323
015XX W 19TH ST,6324
015XX W 21ST ST,6325
015XX W 33RD ST,6326
015XX W 34TH ST,6327
015XX W 35TH ST,6328
015XX W 43RD ST,6329
015XX W 45TH ST,6330
015XX W 47TH ST,6331
015XX W 48TH ST,6332
015XX W 49TH ST,6333
015XX W 50TH ST,6334
015XX W 51ST ST,6335
015XX W 53RD ST,6336
015XX W 54TH ST,6337
015XX W 58TH ST,6338
015XX W 59TH ST,6339
015XX W 61ST ST,6340
015XX W 62ND ST,6341
015XX W 63RD ST,6342
015XX W 64TH ST,6343
015XX W 65TH ST,6344
015XX W 66TH ST,6345
015XX W 68TH ST,6346
015XX W 69TH ST,6347
015XX W 70TH ST,6348
015XX W 71ST PL,6349
015XX W 71ST ST,6350
015XX W 72ND PL,6351
015XX W 72ND ST,6352
015XX W 73RD PL,6353
015XX W 73RD ST,6354
015XX W 74TH ST,6355
015XX W 76TH ST,6356
015XX W 77TH ST,6357
015XX W 78TH ST,6358
015XX W 79TH ST,6359
015XX W 80TH ST,6360
015XX W 81ST ST,6361
015XX W 82ND ST,6362
015XX W 83RD ST,6363
015XX W 85TH ST,6364
015XX W 86TH ST,6365
015XX W 87TH ST,6366
015XX W 90TH ST,6367
015XX W 91ST ST,6368
015XX W 94TH ST,6369
015XX W 95TH ST,6370
015XX W 99TH ST,6371
015XX W ADAMS ST,6372
015XX W ADDISON ST,6373
015XX W AINSLIE ST,6374
015XX W ALBION AVE,6375
015XX W ALTGELD ST,6376
015XX W ARBOUR PL,6377
015XX W ARDMORE AVE,6378
015XX W ARMITAGE AVE,6379
015XX W ARTHUR AVE,6380
015XX W ASHER ST,6381
015XX W AUGUSTA BLVD,6382
015XX W Addison St,6383
015XX W BALMORAL AVE,6384
015XX W BARRY AVE,6385
015XX W BELLE PLAINE AVE,6386
015XX W BELMONT AVE,6387
015XX W BERTEAU AVE,6388
015XX W BERWYN AVE,6389
015XX W BIRCHWOOD AVE,6390
015XX W BLACKHAWK ST,6391
015XX W BRYN MAWR AVE,6392
015XX W BYRON ST,6393
015XX W CARROLL AVE,6394
015XX W CERMAK RD,6395
015XX W CHASE AVE,6396
015XX W CHESTNUT ST,6397
015XX W CHICAGO AVE,6398
015XX W CONGRESS PKWY,6399
015XX W CORNELIA AVE,6400
015XX W CORTEZ ST,6401
015XX W CORTLAND ST,6402
015XX W CULLERTON ST,6403
015XX W CULLOM AVE,6404
015XX W DEVON AVE,6405
015XX W DIVERSEY PKWY,6406
015XX W DIVISION ST,6407
015XX W EDGEWATER AVE,6408
015XX W ELMDALE AVE,6409
015XX W ERIE ST,6410
015XX W ESTES AVE,6411
015XX W FARGO AVE,6412
015XX W FARWELL AVE,6413
015XX W FILLMORE ST,6414
015XX W FOSTER AVE,6415
015XX W FRY ST,6416
015XX W FULLER ST,6417
015XX W FULLERTON AVE,6418
015XX W FULTON ST,6419
015XX W GARFIELD BLVD,6420
015XX W GEORGE ST,6421
015XX W GLENLAKE AVE,6422
015XX W GRACE ST,6423
015XX W GRAND AVE,6424
015XX W GRANVILLE AVE,6425
015XX W GREENLEAF AVE,6426
015XX W HADDON AVE,6427
015XX W HARRISON ST,6428
015XX W HENDERSON ST,6429
015XX W HIGHLAND AVE,6430
015XX W HOLLYWOOD AVE,6431
015XX W HOOD AVE,6432
015XX W HOWARD ST,6433
015XX W HUBBARD ST,6434
015XX W HURON ST,6435
015XX W IRVING PARK RD,6436
015XX W JACKSON BLVD,6437
015XX W JARVIS AVE,6438
015XX W JONQUIL TER,6439
015XX W JUNEWAY TER,6440
015XX W KINZIE ST,6441
015XX W LAKE ST,6442
015XX W LAWRENCE AVE,6443
015XX W LE MOYNE ST,6444
015XX W LELAND AVE,6445
015XX W LUNT AVE,6446
015XX W MADISON ST,6447
015XX W MARQUETTE RD,6448
015XX W MELROSE ST,6449
015XX W MONROE ST,6450
015XX W MONTANA ST,6451
015XX W MONTROSE AVE,6452
015XX W MORSE AVE,6453
015XX W NELSON ST,6454
015XX W NORTH AVE,6455
015XX W NORTH SHORE AVE,6456
015XX W NORWOOD ST,6457
015XX W North Ave,6458
015XX W OAKDALE AVE,6459
015XX W OHIO ST,6460
015XX W OLIVE AVE,6461
015XX W PEARSON ST,6462
015XX W PERSHING RD,6463
015XX W POLK ST,6464
015XX W PRATT BLVD,6465
015XX W RANDOLPH ST,6466
015XX W ROOSEVELT RD,6467
015XX W ROSCOE ST,6468
015XX W ROSEMONT AVE,6469
015XX W Rosemont Ave,6470
015XX W SCHOOL ST,6471
015XX W SCHREIBER AVE,6472
015XX W SHERWIN AVE,6473
015XX W SUNNYSIDE AVE,6474
015XX W SUPERIOR ST,6475
015XX W TAYLOR ST,6476
015XX W THOMAS ST,6477
015XX W THOME AVE,6478
015XX W THORNDALE AVE,6479
015XX W TOUHY AVE,6480
015XX W VAN BUREN ST,6481
015XX W VICTORIA ST,6482
015XX W WABANSIA AVE,6483
015XX W WALTON ST,6484
015XX W WARREN BLVD,6485
015XX W WAVELAND AVE,6486
015XX W WEBSTER AVE,6487
015XX W WELLINGTON AVE,6488
015XX W WILSON AVE,6489
015XX W WINNEMAC AVE,6490
015XX W WOLFRAM ST,6491
016XX E 103RD ST,6492
016XX E 130TH ST,6493
016XX E 50TH PL,6494
016XX E 50TH ST,6495
016XX E 50th PL,6496
016XX E 53RD ST,6497
016XX E 55TH ST,6498
016XX E 56TH ST,6499
016XX E 67TH ST,6500
016XX E 68TH ST,6501
016XX E 69TH ST,6502
016XX E 70TH ST,6503
016XX E 71ST ST,6504
016XX E 72ND ST,6505
016XX E 73RD ST,6506
016XX E 74TH PL,6507
016XX E 74TH ST,6508
016XX E 75TH ST,6509
016XX E 76TH ST,6510
016XX E 77TH ST,6511
016XX E 78TH ST,6512
016XX E 79TH ST,6513
016XX E 82ND ST,6514
016XX E 83RD PL,6515
016XX E 83RD ST,6516
016XX E 84TH PL,6517
016XX E 84TH ST,6518
016XX E 85TH PL,6519
016XX E 85TH ST,6520
016XX E 86TH PL,6521
016XX E 86TH ST,6522
016XX E 87TH PL,6523
016XX E 87TH ST,6524
016XX E 91ST PL,6525
016XX E 91ST ST,6526
016XX E 92ND PL,6527
016XX E 92ND ST,6528
016XX E 93RD ST,6529
016XX E 95TH ST,6530
016XX E HAYES DR,6531
016XX E HYDE PARK BLVD,6532
016XX E MARQUETTE DR,6533
016XX E MUSEUM DR,6534
016XX N ADA ST,6535
016XX N ALBANY AVE,6536
016XX N ARTESIAN AVE,6537
016XX N ASHLAND AVE,6538
016XX N AUSTIN AVE,6539
016XX N AVERS AVE,6540
016XX N BELL AVE,6541
016XX N BOSWORTH AVE,6542
016XX N BURLING ST,6543
016XX N CALIFORNIA AVE,6544
016XX N CAMPBELL AVE,6545
016XX N CENTRAL AVE,6546
016XX N CENTRAL PARK AVE,6547
016XX N CICERO AVE,6548
016XX N CLAREMONT AVE,6549
016XX N CLARK ST,6550
016XX N CLEVELAND AVE,6551
016XX N CLYBOURN AVE,6552
016XX N Campbell Ave,6553
016XX N Claremont Ave,6554
016XX N Clybourn Ave,6555
016XX N DAMEN AVE,6556
016XX N DAYTON ST,6557
016XX N DRAKE AVE,6558
016XX N Damen Ave,6559
016XX N ELSTON AVE,6560
016XX N FAIRFIELD AVE,6561
016XX N FRANCISCO AVE,6562
016XX N HALSTED ST,6563
016XX N HAMLIN AVE,6564
016XX N HARDING AVE,6565
016XX N HERMITAGE AVE,6566
016XX N HOYNE AVE,6567
016XX N HUDSON AVE,6568
016XX N HUMBOLDT BLVD,6569
016XX N KARLOV AVE,6570
016XX N KEATING AVE,6571
016XX N KEDVALE AVE,6572
016XX N KEDZIE AVE,6573
016XX N KEELER AVE,6574
016XX N KEYSTONE AVE,6575
016XX N KILBOURN AVE,6576
016XX N KILDARE AVE,6577
016XX N KIMBALL AVE,6578
016XX N KINGSBURY ST,6579
016XX N KOLMAR AVE,6580
016XX N KOSTNER AVE,6581
016XX N LA SALLE DR,6582
016XX N LAKE SHORE DR,6583
016XX N LAKE SHORE DR NB,6584
016XX N LAMON AVE,6585
016XX N LARAMIE AVE,6586
016XX N LARRABEE ST,6587
